OBJECTID,COD_SIG_ESTACIONAMENTO,MORADA,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,DATA_INSTALACAO,x,y
15972,1478,"Alameda da Encarnação, Escola",Olivais,Passeio,BICICLETA,Sheffield standard,10,20,Não,Privado,Interdito Micromobilidade,18/06/2021,-1015074.7687178,4689376.7542938
15973,1479,"Avenida de Brasília, Estação Fluvial",Belém,Passeio,BICICLETA,Sheffield estreito,2,2,Não,Público,Partilhado com Micromobilidade,,-1024075.4120469,4678090.8355868
15974,1480,"Avenida de Madrid, 8",Areeiro,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1016951.6705523,4685018.4082862
15975,1481,"Praça Francisco Sá Carneiro, 12",Areeiro,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,22/06/2021,-1016660.6964488,4684786.5167365
15976,1482,Praça Francisco Sá Carneiro,Areeiro,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,31/05/2021,-1016691.5005637,4684766.0845184
15977,1483,Rua Interior ao Aeroporto da Portela,Olivais,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,22/06/2021,-1016124.5233498,4688589.6777857
15978,1484,Estrada Militar,Carnide,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,06/09/2021,-1023768.2199268,4687699.5951403
15979,1485,Avenida Professor Gama Pinto,Alvalade,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,06/09/2021,-1019579.7363300,4686058.3800806
15980,1486,Avenida da República,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,22/06/2021,-1018349.3600071,4685238.9649181
15981,1487,"Avenida Infante Dom Henrique, Estação",Santa Maria Maior,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,22/06/2021,-1016891.5903287,4679741.5693275
15982,1488,"Avenida Afonso Costa, 6",Areeiro,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,07/01/2021,-1016550.8416234,4684773.0894456
15983,1489,"Avenida Afonso Costa, 10",Areeiro,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,07/01/2021,-1016434.1833541,4684756.8813568
15984,1490,"Rua Primeiro de Maio a Alcântara, 52",Alcântara,Via,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,07/05/2021,-1021847.0379599,4679309.0882084
15985,354,"Avenida Barbosa du Bocage, 27",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,05/06/2019,-1017956.8732134,4684582.9126365
15986,199,"Rua Fernão Mendes Pinto,19",Belém,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,02/01/2021,-1026447.8342635,4678137.3532027
15987,1493,Rua Pedro de Azevedo,Marvila,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,24/06/2021,-1013867.6385781,4685152.6139414
15988,1494,"Rua do Salitre, 201",Santo António,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,02/04/2021,-1019016.6791292,4681640.7986272
15989,1495,"Rua Morais Soares, 35A",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
15990,1496,Rua Prof. Fernando da Fonseca,no passeio na continuidade da zona e tomada e largada de passageiros  entre caixa e a luminária),Lumiar,Passeio,BICICLETA,0,3,Não,0,Público,Rede Ciclável - Pop Up,0.0000000,-1019802.2622631
15991,1497,"Rua António Stromp, 10",Lumiar,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,07/05/2021,-1019451.2015045,4687937.7164468
15992,1498,Rua Francisco Stromp,Lumiar,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,07/05/2021,-1019578.3030748,4687896.0151344
15993,1499,"Rua Bispo de Cochim, 1",Penha de França,Via,BICICLETA,Entorta rodas,1,5,Não,Público,Partilhado com Micromobilidade,,-1014402.8672541,4682281.4671344
15994,1500,"Rua Jorge de Sena, 3E",Santa Clara,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,04/01/2021,-1019841.4929667,4690075.1995764
15995,1501,"Rua Vitorino Nemésio, 3",Santa Clara,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,04/01/2021,-1019739.0166277,4690402.6684395
15996,1502,"Largo do Ministro, 1",Santa Clara,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,04/01/2021,-1019624.3065147,4690568.6140345
15997,1503,"Largo do Ministro, 7",Santa Clara,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,04/01/2021,-1019615.6997249,4690546.1892393
15998,1504,Largo da Boa-Hora,Santa Maria Maior,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Interdito Micromobilidade,13/08/2021,-1017371.9491820,4680188.3790752
15999,1505,"Rua Professor Eduardo Araújo Coelho, 3B",Lumiar,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,Público,Interdito Micromobilidade,07/01/2021,-1020234.0485430,4687510.8903569
16000,1506,"Rua Prof. Vieira de Almeida, 4",Lumiar,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,Público,Interdito Micromobilidade,07/01/2021,-1020426.1803546,4687504.9194951
16001,1507,Avenida Machado Santos,São Domingos de Benfica,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,11,11,Sim,Público,Interdito Micromobilidade,07/01/2021,-1022150.3688252,4686443.1821905
16002,1508,"Rua João Chagas, 3",São Domingos de Benfica,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,30,30,Sim,Público,Interdito Micromobilidade,07/01/2021,-1021684.2145312,4685616.6983213
16003,1509,Rua Teixeira de Pascoais,Alvalade,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,Público,Interdito Micromobilidade,07/01/2021,-1017003.2937474,4685393.8190366
16004,1510,Rua Soeiro Pereira Gomes,Avenidas Novas,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,16,16,Sim,Público,Interdito Micromobilidade,07/01/2021,-1019691.7118041,4685146.6237117
16005,1511,Rua Manuel Gouveia,Areeiro,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,42,42,Sim,Público,Interdito Micromobilidade,07/01/2021,-1016440.3472641,4685136.1251778
16006,1512,Rua João da Silva,Areeiro,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,13,13,Sim,Público,Interdito Micromobilidade,07/01/2021,-1016232.2266854,4684853.8551330
16007,1513,Rua da Verónica,São Vicente,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,7,7,Sim,Público,Interdito Micromobilidade,07/01/2021,-1016269.5097825,4681180.7928242
16008,1514,Calçada do Marquês de Tancos,Santa Maria Maior,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,9,9,Sim,Público,Interdito Micromobilidade,07/01/2021,-1016911.7186330,4680540.3454467
16009,1516,Rua Sousa Pinto,Santo António,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,20,20,Sim,Público,Interdito Micromobilidade,07/01/2021,-1019427.3702674,4682253.1578750
16010,1517,"Rua Correia Teles, 103",Campo de Ourique,Lugar estacionamento automóvel,BICIPARQUE,Entorta rodas com encosto,29,29,Sim,Público,Interdito Micromobilidade,07/01/2021,-1020879.8375687,4681454.5292974
16011,1518,"Rua de Ponta Delgada, 68",Arroios,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1017199.1574311,4683552.5684002
16012,1519,"Largo Doutor António Viana, 1",Campo de Ourique,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,04/01/2022,-1019941.7774822,4681366.0664488
16013,1520,"Rua Silva Carvalho, 54",Campo de Ourique,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1019940.4597406,4681398.1797373
16014,1521,Rua da Centieira,Parque das Nações,Passeio,BICICLETA,Sheffield standard,27,54,Não,Público,Partilhado com Micromobilidade,,-1012980.3114018,4688294.0137805
16015,1522,Praça das Novas Nações,Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1016669.9281733,4682523.4688859
16016,1523,"Avenida Engenheiro Arantes e Oliveira, 24",Areeiro,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1015722.4952664,4684653.0022383
16017,1524,Rua Prof. Simões Raposo 13C,Lumiar,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1021243.0101454,4687649.4546509
16018,1525,"Avenida São João de Deus, 1",Areeiro,Via,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1016615.0395546,4685295.5127927
16019,1526,"Praça Afrânio Peixoto, 13",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017090.1760385,4685193.8359502
16020,1527,"Praça Afrânio Peixoto, 8",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017043.0223506,4685135.1271937
16021,1528,"Praça Afrânio Peixoto, 2",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1016999.5362250,4685199.9865708
16022,1529,Rua Oliveira Cadornega,Marvila,Via,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1014085.8310224,4686482.5229215
16023,1530,"Praça Afrânio Peixoto, 15",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017091.8335013,4685243.4949621
16024,1531,"Praça Afrânio Peixoto, 14",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017090.0169346,4685211.3258332
16025,1532,"Praça Afrânio Peixoto, 11",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017083.0571882,4685155.8543340
16026,1533,"Praça Afrânio Peixoto, 7",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017030.6374327,4685136.8206629
16027,1534,"Praça Afrânio Peixoto, 4",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017001.5137617,4685163.8429620
16028,1535,"Praça Afrânio Peixoto, 2A",Areeiro,Via,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017000.5355021,4685214.1555485
16029,1536,"Praça Afrânio Peixoto, 1",Areeiro,Passeio,BICICLETA,Sheffield standard,1,2,Não,Público,Partilhado com Micromobilidade,24/08/2021,-1017002.2070584,4685237.8590705
16030,1537,Avenida Professor Egas Moniz,Alvalade,Passeio,BICICLETA,Entorta rodas,1,9,Não,Público,Partilhado com Micromobilidade,,-1020167.3637614,4686019.1611364
16031,530,Rua da Verónica,São Vicente,Passeio,BICICLETA,Sheffield standard,3,6,Sim,Público,Interdito Micromobilidade,07/01/2021,-1016259.6434556,4681181.0488760
16032,1539,Rua Sousa Pinto,Santo António,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Sim,Privado,Interdito Micromobilidade,07/01/2021,-1019419.0499604,4682258.6884382
16033,1540,Rua Manuel Gouveia,Areeiro,Lugar estacionamento motociclo,BICICLETA,Sheffield standard,6,12,Sim,Público,Partilhado com Micromobilidade,09/01/2021,-1016389.6568842,4685241.9633566
16034,1541,"Rua Correia Teles, 103",Campo de Ourique,Passeio,BICICLETA,Sheffield standard,2,4,Sim,Público,Partilhado com Micromobilidade,07/01/2021,-1020887.0325404,4681423.4898741
16035,1542,Rua João da Silva,Areeiro,Passeio,BICICLETA,Sheffield standard,4,8,Sim,Privado,Interdito Micromobilidade,07/01/2021,-1016227.3003901,4684853.1673901
16036,1543,"Calçada dos Barbadinhos, 114E",São Vicente,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,04/01/2022,-1015630.4308647,4681807.0434903
16037,1544,"Rua Conde de Sabugosa, 25A",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,22/09/2021,-1017493.8107529,4685650.9399667
16038,1545,Doca do Jardim do Tabaco,Santa Maria Maior,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,,-1015683.6726382,4680475.0526450
16039,1547,Rua Jorge Dias,Belém,Passeio,BICICLETA,Sheffield estreito,4,8,Não,Público,Partilhado com Micromobilidade,,-1024805.1549962,4679735.1504479
16040,1548,Rua do Arco do Marquês de Alegrete,Santa Maria Maior,Via,HOTSPOT,Sheffield standard,4,13,Não,Público,Partilhado com Micromobilidade,10/01/2021,-1017061.8506019,4680859.4786780
16041,1549,Rua Silva e Albuquerque,Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,10/01/2021,-1017195.9414590,4685918.4842779
16042,1550,"Rua Silva e Albuquerque, 25",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,10/10/2021,-1017641.6386978,4686022.0960474
16043,1551,Avenida Rovisco Pais,Areeiro,Passeio,BICICLETA,Sheffield standard,10,20,Não,Privado,Interdito Micromobilidade,10/07/2021,-1017212.4347992,4683920.2810145
16044,1552,"Avenida de António José de Almeida, Universidade",Areeiro,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,10/07/2021,-1017275.9234692,4684084.7330459
16045,1553,"Rua Capitão Santiago de Carvalho, Escola",Olivais,Via,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,14/12/2020,-1014210.7160439,4688935.4553516
16046,1556,"Avenida 5 de Outubro, 18",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,25/06/2021,-1018435.8418042,4684663.4760899
16047,1557,"Avenida Poeta Mistral, 31",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,25/06/2021,-1018737.4660254,4684432.1958163
16049,1559,"Rua Carvalho Araújo, 28",Penha de França,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,08/01/2021,-1016487.3562289,4683610.4797332
16050,1560,"Rua Carvalho Araújo, 28",Penha de França,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,08/01/2021,-1016486.5408844,4683595.3183739
16051,1561,"Rua Professor Lima Basto, 69",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,10/01/2021,-1019757.3187076,4684305.6531475
16052,1562,Rua Professor Lima Basto,São Domingos de Benfica,Via,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,10/01/2021,-1019956.3151599,4684408.5187120
16053,1563,"Rua Doutor António Granjo, 1",São Domingos de Benfica,Via,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,10/01/2021,-1020226.0012653,4684489.3880530
16054,1564,"Rua Doutor António Granjo, 4",São Domingos de Benfica,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,10/01/2021,-1020234.2537573,4684491.2335803
16055,1565,Estrada de Telheiras,Lumiar,Via,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,22/10/2021,-1020456.1625693,4687323.2883162
16056,1566,Rua Castilho,Avenidas Novas,Via,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,22/10/2021,-1019399.2199444,4682953.8308648
16057,1640,"Rua Eugénio de Castro, Escola",Alvalade,Passeio,BICICLETA,Sheffield standard,7,14,Não,Privado,Interdito Micromobilidade,12/06/2021,-1018280.6077670,4686564.6682140
16058,1641,"Rua Abel Salazar, 31",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,Privado,Interdito Micromobilidade,12/10/2021,-1020571.8697544,4688425.4936516
16059,1642,"Rua Prof. Arsénio Nunes, Escola",Carnide,Passeio,BICICLETA,Sheffield standard,8,16,Não,Privado,Interdito Micromobilidade,14/12/2021,-1023481.7395897,4688544.6530881
16060,1643,"Rua Maria Amália Vaz de Carvalho, Escola",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Sim,Privado,Interdito Micromobilidade,12/06/2021,-1017660.2966689,4686092.5102030
16061,1644,"Largo do Ministro, 9",Santa Clara,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,8,16,Sim,Privado,Interdito Micromobilidade,12/09/2021,-1019584.7432426,4690518.7562822
16062,1645,"Largo do Poço, 6",Lumiar,Passeio,BICICLETA,Sheffield standard,6,12,Não,Privado,Interdito Micromobilidade,14/12/2021,-1020514.3338148,4687302.2258868
16063,1646,"Avenida Santa Joana Princesa, 13",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,12/03/2021,-1017146.8275919,4686464.0150465
16064,1647,"Rua Alexandre de Sá Pinto, 26",Belém,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,23/12/2021,-1023603.1543751,4678539.1943044
16065,1648,"Praça de Malaca, 3",Belém,Via,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,22/12/2021,-1025281.6115752,4678700.8523920
16066,1649,"Rua Gilberto Freyre, Escola",Marvila,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,12/09/2021,-1015375.2186422,4685119.2271765
16067,1650,"Azinhaga da Bela Vista, 2B-2C",Marvila,Via,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,12/08/2021,-1015879.6862938,4686737.8608063
16068,1651,"Rua Corsário das Ilhas, 4-4B",Parque das Nações,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,12/02/2021,-1012817.8956190,4687175.8298550
16069,1652,Rua Madre de Deus,Penha de França,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,12/10/2021,-1014712.6369414,4682097.8833892
16070,1653,"Rua da Verónica, Escola",São Vicente,Passeio,BICICLETA,Sheffield standard,3,6,Sim,Privado,Interdito Micromobilidade,13/12/2021,-1016158.9762143,4681113.6598952
16071,1654,"Rua Abel Salazar, 31",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,Privado,Interdito Micromobilidade,12/10/2021,-1020575.8827663,4688432.4798145
16072,1655,"Largo Frederico Valsassina, 2A",Marvila,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,12/09/2021,-1015903.0785698,4686716.7868095
16073,1656,"Avenida Marechal Craveiro Lopes, 1",Lumiar,Via,BICICLETA,Sheffield standard,7,14,Não,Privado,Interdito Micromobilidade,12/09/2021,-1019024.0965375,4687401.9056965
16074,1657,"Rua da Verónica, Escola",São Vicente,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,13/12/2021,-1016143.5638216,4681094.2070341
16075,1658,Rua Madre de Deus,Penha de França,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,12/10/2021,-1014683.0378068,4682094.8354086
16076,1659,Rua Armindo Rodrigues,Lumiar,Passeio,BICICLETA,Sheffield standard,11,22,Sim,Privado,Interdito Micromobilidade,23/12/2021,-1020416.0992998,4688507.8854530
16077,1660,"Avenida Almirante Gago Coutinho, 82",Alvalade,Passeio,BICICLETA,Sheffield standard,3,6,Sim,Privado,Interdito Micromobilidade,12/07/2021,-1016396.1566016,4686142.7552626
16078,1661,"Estrada de Telheiras, 113",Lumiar,Passeio,BICICLETA,Sheffield standard,3,6,Não,Privado,Interdito Micromobilidade,12/10/2021,-1020182.5774331,4687223.9754154
16079,1662,"Estrada de Benfica, 535",Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,Privado,Interdito Micromobilidade,16/12/2021,-1023555.6569840,4685874.0953969
16080,1663,"Estrada de Benfica, 535",Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,Privado,Interdito Micromobilidade,17/12/2021,-1023547.7612491,4685872.4864303
16081,1664,"Campo de Santa Clara, Mercado",São Vicente,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,28/01/2022,-1015882.1029707,4680975.9445135
16082,1665,Campo de Santa Clara,São Vicente,Passeio,BICICLETA,Sheffield standard,2,4,Não,Privado,Interdito Micromobilidade,28/01/2022,-1015785.7468972,4681050.5949201
16083,1666,Campo de Santa Clara,São Vicente,Passeio,BICICLETA,Sheffield standard,2,4,Não,Privado,Interdito Micromobilidade,28/01/2022,-1015723.1916027,4681074.8935511
16084,1667,Campus de Campolide,Campolide,Passeio,BICICLETA,Sheffield standard,25,50,Não,Privado,Interdito Micromobilidade,,-1019660.3878228,4683508.4923683
16085,1668,"Rua de Campolide, 28",Campolide,Passeio,BICICLETA,Sheffield estilizado,1,5,Não,Público,Partilhado com Micromobilidade,,-1019928.0838794,4682530.4265824
16086,1669,"Tapada das Necessidades, Escola",Estrela,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,02/02/2022,-1020918.5679949,4680074.5743570
16087,1670,"Rua Prista Monteiro, Escola",Carnide,Passeio,BICICLETA,Sheffield standard,3,6,Não,Privado,Interdito Micromobilidade,02/02/2022,-1022129.8181392,4688188.2831544
16088,1671,"Rua Maria Brown, 1",Carnide,Passeio,BICICLETA,Sheffield standard,3,6,Não,Privado,Interdito Micromobilidade,31/01/2022,-1022630.1595069,4687301.3380338
16089,1672,"Rua Dom Luís da Cunha, Escola",Alvalade,Passeio,BICICLETA,Sheffield standard,8,16,Não,Privado,Interdito Micromobilidade,02/01/2022,-1020517.5727674,4686832.2971535
16090,1673,"Rua Luís de Freitas Branco, Escola",Lumiar,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,17/01/2022,-1019964.8679195,4688927.9452057
16091,1674,"Rua Mário Sampaio Ribeiro, Escola",Lumiar,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,17/01/2022,-1020002.4696615,4688633.0158938
16092,1675,"Rua Mário Sampaio Ribeiro, Escola",Lumiar,Via,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,17/01/2022,-1019891.5094995,4688719.9987603
16093,1676,"Rua Prof. Mário Chicó, Escola",Lumiar,Passeio,BICICLETA,Sheffield standard,9,18,Não,Privado,Interdito Micromobilidade,02/02/2022,-1020615.5968511,4687708.7582642
16094,1677,"Rua Rodrigo da Fonseca, Escola",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,2,4,Sim,Privado,Interdito Micromobilidade,02/04/2022,-1019355.9486915,4682599.7589005
16095,1678,"Rua Professor Mira Fernandes, Escola",Beato,Passeio,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,27/01/2022,-1015364.4597892,4684426.3281624
16096,1679,"Rua Dom Francisco de Almeida, 1",Belém,Via,BICICLETA,Sheffield standard,7,14,Não,Privado,Interdito Micromobilidade,13/01/2022,-1025229.3352916,4678600.9949256
16097,1680,"Rua Bartolomeu Dias, 53",Belém,Via,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,13/01/2022,-1025446.3831843,4678071.0024813
16098,1681,"Rua Direita ao Lumiar, 9",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,Privado,Interdito Micromobilidade,14/01/2022,-1021039.0486267,4689218.3792794
16099,1682,"Rua Dom Luís I, Escola",Misericórdia,Via,BICICLETA,Sheffield standard,5,10,Não,Privado,Interdito Micromobilidade,18/01/2022,-1018543.8211068,4680009.7431044
16100,1683,Rua Prof. Fernando de Mello Moser,Lumiar,Passeio,BICICLETA,Sheffield standard,6,12,Não,Privado,Interdito Micromobilidade,14/02/2022,-1020818.5727691,4689269.3949007
16101,1684,Rua Prof. Fernando de Mello Moser,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,14/02/2022,-1020822.3188925,4689264.9963577
16102,1685,"Avenida Almirante Gago Coutinho, 141",Alvalade,Passeio,BICICLETA,Sheffield standard,2,4,Não,Privado,Interdito Micromobilidade,31/01/2022,-1016373.8377399,4687289.5425308
16103,1686,"Travessa de Francisco Resende, 59",Benfica,Passeio,BICICLETA,Sheffield standard,8,16,Não,Privado,Interdito Micromobilidade,31/01/2022,-1023712.6053573,4684859.1015377
16105,1688,"Rua Major Neutel de Abreu, 11",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,8,16,Não,Privado,Interdito Micromobilidade,18/01/2022,-1022057.7676478,4685548.2213034
16106,1689,Rua Alexandre de Sá Pinto,Belém,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,13/01/2022,-1023684.2396817,4678809.8963598
16107,1690,"Rua Matateu, Escola",Belém,Passeio,BICICLETA,Sheffield standard,3,6,Não,Privado,Interdito Micromobilidade,28/01/2022,-1023560.3981754,4678901.3929518
16108,1691,Rua Alexandre de Sá Pinto,Belém,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,28/01/2022,-1023408.2217682,4678749.9350660
16109,1692,"Avenida Engenheiro Duarte Pacheco, 32",Campolide,Passeio,BICICLETA,Sheffield standard,10,20,Não,Privado,Interdito Micromobilidade,25/01/2022,-1020059.9962351,4682235.4190070
16110,1693,Rua Afonso Lopes Vieira,Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,,-1018382.4387538,4686188.4454485
16111,1694,"Avenida do Brasil, 101",Alvalade,Lugar estacionamento automóvel,BICICLETA,Entorta rodas,1,5,Não,Privado,Interdito Micromobilidade,,-1017542.0726019,4687167.0156646
16112,1695,"Avenida do Brasil, 101",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,,-1017708.2118492,4687236.3183268
16113,1696,"Jardim Prof. António de Sousa Franco, 1-1C",Lumiar,Passeio,BICICLETA,Entorta rodas,1,5,Não,Público,Partilhado com Micromobilidade,,-1020430.3329444,4687401.4870822
16114,1697,"Rua Cidade de Bolama, 20",Olivais,Passeio,BICICLETA,Sheffield estilizado,4,8,Não,Público,Partilhado com Micromobilidade,27/05/2021,-1014871.6308534,4687720.4627269
